age,body type,bust size,category,fit,height,rating,rented for,size,weight,user_id,item_id
26,pear,34b,vest,fit,"5' 7""",10,everyday,8,130lbs,282,4033
26,pear,34b,dress,fit,"5' 7""",10,work,8,130lbs,282,4053
26,pear,34b,dress,fit,"5' 7""",10,wedding,14,130lbs,282,2412
26,pear,34b,dress,fit,"5' 7""",8,party,8,130lbs,282,3382
26,pear,34b,top,fit,"5' 7""",10,party,14,130lbs,282,4152
26,pear,34b,dress,small,"5' 7""",8,everyday,12,130lbs,282,4165
26,pear,34b,coat,fit,"5' 7""",10,everyday,8,130lbs,282,476
26,pear,34b,trousers,small,"5' 7""",10,work,12,130lbs,282,4326
26,pear,34b,skirt,fit,"5' 7""",10,everyday,12,130lbs,282,4331
26,pear,34b,pants,fit,"5' 7""",10,work,8,130lbs,282,4145
26,pear,34b,jacket,fit,"5' 7""",10,everyday,8,130lbs,282,3859
26,pear,34b,dress,fit,"5' 7""",10,work,8,130lbs,282,4057
26,pear,34b,sweater,large,"5' 7""",8,everyday,8,130lbs,282,3568
26,pear,34b,pants,small,"5' 7""",8,work,12,130lbs,282,4474
26,pear,34b,jumpsuit,fit,"5' 7""",10,work,24,130lbs,282,4543
26,pear,34b,sweater,small,"5' 7""",10,everyday,8,130lbs,282,4568
26,pear,34b,dress,fit,"5' 7""",10,party,12,130lbs,282,2014
26,pear,34b,sweater,fit,"5' 7""",10,work,12,130lbs,282,3987
26,pear,34b,top,fit,"5' 7""",10,everyday,8,130lbs,282,4724
26,pear,34b,dress,fit,"5' 7""",10,everyday,14,130lbs,282,2149
26,pear,34b,dress,large,"5' 7""",10,everyday,12,130lbs,282,4594
26,pear,34b,skirt,fit,"5' 7""",10,work,12,130lbs,282,4845
26,pear,34b,cape,large,"5' 7""",10,everyday,8,130lbs,282,5120
26,pear,34b,top,fit,"5' 7""",8,party,8,130lbs,282,5297
26,pear,34b,dress,fit,"5' 7""",10,work,14,130lbs,282,5336
26,pear,34b,gown,large,"5' 7""",8,formal affair,8,130lbs,282,4804
26,pear,34b,dress,fit,"5' 7""",8,other,12,130lbs,282,5350
26,pear,34b,top,fit,"5' 7""",10,party,8,130lbs,282,4699
47,hourglass,36d,dress,fit,"5' 4""",8,other,20,145lbs,10856,6
47,hourglass,36d,dress,fit,"5' 4""",8,wedding,8,145lbs,10856,36
47,hourglass,36d,shift,small,"5' 4""",8,wedding,16,145lbs,10856,67
47,hourglass,36d,dress,fit,"5' 4""",10,work,20,145lbs,10856,368
47,hourglass,36d,dress,fit,"5' 4""",8,work,20,145lbs,10856,453
47,hourglass,36d,top,small,"5' 4""",8,everyday,14,145lbs,10856,571
47,hourglass,36d,blouse,fit,"5' 4""",8,everyday,14,145lbs,10856,704
47,hourglass,36d,dress,fit,"5' 4""",10,other,20,145lbs,10856,733
47,hourglass,36d,tank,fit,"5' 4""",8,party,8,145lbs,10856,942
47,hourglass,36d,dress,small,"5' 4""",10,work,20,145lbs,10856,1346
47,hourglass,36d,dress,fit,"5' 4""",8,work,14,145lbs,10856,1510
47,hourglass,36d,knit,fit,"5' 4""",8,everyday,14,145lbs,10856,1737
47,hourglass,36d,top,small,"5' 4""",8,everyday,14,145lbs,10856,2440
47,hourglass,36d,shirtdress,fit,"5' 4""",8,everyday,20,145lbs,10856,2613
47,hourglass,36d,shift,fit,"5' 4""",10,everyday,14,145lbs,10856,382
47,hourglass,36d,tank,fit,"5' 4""",10,date,20,145lbs,10856,3058
47,hourglass,36d,tunic,fit,"5' 4""",8,everyday,14,145lbs,10856,3199
47,hourglass,36d,romper,large,"5' 4""",8,everyday,20,145lbs,10856,3466
47,hourglass,36d,dress,fit,"5' 4""",8,work,14,145lbs,10856,120
47,hourglass,36d,top,fit,"5' 4""",10,work,14,145lbs,10856,4046
47,hourglass,36d,dress,fit,"5' 4""",8,work,16,145lbs,10856,2176
47,hourglass,36d,dress,fit,"5' 4""",10,everyday,20,145lbs,10856,4594
47,hourglass,36d,tank,fit,"5' 4""",10,everyday,14,145lbs,10856,5521
38,hourglass,34b,dress,fit,"5' 3""",8,work,8,125lbs,2562,6
38,hourglass,34b,dress,fit,"5' 3""",10,work,8,125lbs,2562,106
38,hourglass,34b,dress,fit,"5' 3""",10,work,8,125lbs,2562,335
38,hourglass,34b,dress,large,"5' 3""",6,work,4,125lbs,2562,343
38,hourglass,34b,shift,fit,"5' 3""",8,work,4,125lbs,2562,431
38,hourglass,34b,dress,fit,"5' 3""",8,work,8,125lbs,2562,496
38,hourglass,34b,dress,fit,"5' 3""",10,work,8,125lbs,2562,626
38,hourglass,34b,dress,fit,"5' 3""",10,work,8,125lbs,2562,847
38,hourglass,34b,dress,fit,"5' 3""",10,work,8,125lbs,2562,882
38,hourglass,34b,shift,large,"5' 3""",10,work,4,125lbs,2562,1179
38,hourglass,34b,jacket,fit,"5' 3""",10,everyday,4,125lbs,2562,500
38,hourglass,34b,dress,fit,"5' 3""",8,work,8,125lbs,2562,1282
38,hourglass,34b,skirt,fit,"5' 3""",10,work,4,125lbs,2562,1478
38,hourglass,34b,tunic,large,"5' 3""",4,other,4,125lbs,2562,1728
38,hourglass,34b,sheath,fit,"5' 3""",8,work,8,125lbs,2562,1827
38,hourglass,34b,dress,large,"5' 3""",8,work,8,125lbs,2562,1848
38,hourglass,34b,dress,small,"5' 3""",8,work,8,125lbs,2562,1849
38,hourglass,34b,dress,large,"5' 3""",8,work,8,125lbs,2562,2189
38,hourglass,34b,dress,large,"5' 3""",8,work,4,125lbs,2562,2374
38,hourglass,34b,dress,fit,"5' 3""",10,party,8,125lbs,2562,2500
38,hourglass,34b,culotte,fit,"5' 3""",10,work,8,125lbs,2562,2748
38,hourglass,34b,sheath,fit,"5' 3""",8,party,8,125lbs,2562,2907
38,hourglass,34b,dress,fit,"5' 3""",10,everyday,8,125lbs,2562,3149
38,hourglass,34b,dress,fit,"5' 3""",8,work,4,125lbs,2562,2474
38,hourglass,34b,dress,fit,"5' 3""",10,work,8,125lbs,2562,3155
38,hourglass,34b,dress,fit,"5' 3""",10,everyday,8,125lbs,2562,3166
38,hourglass,34b,dress,fit,"5' 3""",10,party,8,125lbs,2562,3196
38,hourglass,34b,skirt,large,"5' 3""",6,work,4,125lbs,2562,3649
38,hourglass,34b,dress,small,"5' 3""",8,work,4,125lbs,2562,4584
37,petite,32d,dress,fit,"5' 3""",6,work,8,125lbs,7991,6
37,petite,32d,dress,fit,"5' 3""",8,wedding,8,125lbs,7991,101
37,petite,32d,dress,fit,"5' 3""",8,work,4,125lbs,7991,438
37,petite,32d,dress,fit,"5' 3""",10,vacation,4,125lbs,7991,792
37,petite,32d,dress,large,"5' 3""",10,work,4,125lbs,7991,847
37,petite,32d,dress,small,"5' 3""",6,party,4,125lbs,7991,876
37,petite,32d,dress,fit,"5' 3""",8,date,4,125lbs,7991,1533
37,petite,32d,dress,large,"5' 3""",6,work,8,125lbs,7991,951
37,petite,32d,dress,fit,"5' 3""",10,formal affair,8,125lbs,7991,2239
37,petite,32d,dress,fit,"5' 3""",10,wedding,8,125lbs,7991,2329
37,petite,32d,dress,fit,"5' 3""",8,party,4,125lbs,7991,2458
37,petite,32d,dress,fit,"5' 3""",10,work,8,125lbs,7991,2658
37,petite,32d,dress,fit,"5' 3""",10,wedding,4,125lbs,7991,2860
37,petite,32d,dress,fit,"5' 3""",10,party,8,125lbs,7991,2756
37,petite,32d,dress,small,"5' 3""",8,other,4,125lbs,7991,3719
37,petite,32d,dress,small,"5' 3""",8,work,8,125lbs,7991,2870
37,petite,32d,dress,fit,"5' 3""",10,wedding,8,125lbs,7991,3921
37,petite,32d,dress,small,"5' 3""",6,party,4,125lbs,7991,4271
37,petite,32d,gown,fit,"5' 3""",8,formal affair,4,125lbs,7991,4293
37,petite,32d,dress,fit,"5' 3""",8,other,8,125lbs,7991,1104
32,hourglass,32d,dress,fit,"5' 6""",8,work,4,130lbs,23554,6
32,hourglass,32d,gown,fit,"5' 6""",8,formal affair,4,130lbs,23554,518
32,hourglass,32d,gown,small,"5' 6""",8,party,4,130lbs,23554,771
32,hourglass,32d,gown,fit,"5' 6""",10,formal affair,5,130lbs,23554,936
32,hourglass,32d,dress,large,"5' 6""",8,work,4,130lbs,23554,1206
32,hourglass,32d,sheath,fit,"5' 6""",8,wedding,8,130lbs,23554,1061
32,hourglass,32d,sheath,fit,"5' 6""",8,party,4,130lbs,23554,630
32,hourglass,34d,dress,fit,"5' 4""",8,work,12,140lbs,7970,6
32,hourglass,34d,romper,small,"5' 4""",6,other,20,140lbs,7970,349
32,hourglass,34d,coat,fit,"5' 4""",10,everyday,14,140lbs,7970,498
32,hourglass,34d,dress,fit,"5' 4""",10,wedding,8,140lbs,7970,211
32,hourglass,34d,dress,fit,"5' 4""",10,everyday,12,140lbs,7970,815
32,hourglass,34d,sheath,small,"5' 4""",8,everyday,14,140lbs,7970,888
32,hourglass,34d,jumpsuit,fit,"5' 4""",10,everyday,14,140lbs,7970,2724
40,full bust,36d,dress,fit,"5' 4""",10,work,20,156lbs,457,6
40,full bust,36d,dress,small,"5' 4""",8,work,24,156lbs,457,200
40,full bust,36d,sheath,small,"5' 4""",10,work,20,156lbs,457,214
40,full bust,36d,sheath,fit,"5' 4""",10,work,20,156lbs,457,479
40,full bust,36d,dress,fit,"5' 4""",10,work,20,156lbs,457,2922
40,full bust,36d,dress,small,"5' 4""",10,vacation,24,156lbs,457,3296
40,full bust,36d,dress,fit,"5' 4""",10,work,20,156lbs,457,3899
40,full bust,36d,dress,fit,"5' 4""",6,work,20,156lbs,457,3638
29,hourglass,36c,dress,fit,"5' 5""",10,work,12,130lbs,16071,6
29,hourglass,36c,dress,fit,"5' 5""",8,other,12,130lbs,16071,530
29,hourglass,36c,gown,fit,"5' 5""",10,formal affair,12,130lbs,16071,639
29,hourglass,36c,maxi,large,"5' 5""",10,other,12,130lbs,16071,664
29,hourglass,36c,dress,large,"5' 5""",4,party,16,130lbs,16071,865
29,hourglass,36c,dress,small,"5' 5""",8,wedding,12,130lbs,16071,1333
29,hourglass,36c,dress,fit,"5' 5""",8,work,12,130lbs,16071,1383
29,hourglass,36c,dress,fit,"5' 5""",10,work,12,130lbs,16071,1703
29,hourglass,36c,dress,fit,"5' 5""",8,work,12,130lbs,16071,2038
29,hourglass,36c,dress,large,"5' 5""",10,wedding,8,130lbs,16071,2302
29,hourglass,36c,shift,large,"5' 5""",8,everyday,8,130lbs,16071,2048
29,hourglass,36c,dress,fit,"5' 5""",10,wedding,8,130lbs,16071,2427
29,hourglass,36c,shift,large,"5' 5""",8,party,8,130lbs,16071,2744
29,hourglass,36c,romper,fit,"5' 5""",8,party,14,130lbs,16071,1343
29,hourglass,36c,jumpsuit,fit,"5' 5""",8,party,12,130lbs,16071,935
29,hourglass,36c,top,fit,"5' 5""",8,everyday,8,130lbs,16071,746
28,athletic,34c,dress,fit,"5' 3""",10,work,8,130lbs,62357,6
28,athletic,34c,sheath,fit,"5' 3""",10,work,8,130lbs,62357,64
28,athletic,34c,dress,fit,"5' 3""",10,work,8,130lbs,62357,3459
28,athletic,34c,dress,fit,"5' 3""",10,work,4,130lbs,62357,3763
28,athletic,34c,top,large,"5' 3""",10,work,4,130lbs,62357,3950
41,petite,34d,dress,fit,"5' 1""",10,work,1,125lbs,3155,6
41,petite,34d,dress,fit,"5' 1""",10,work,4,125lbs,3155,197
41,petite,34d,dress,fit,"5' 1""",10,party,4,125lbs,3155,306
41,petite,34d,dress,large,"5' 1""",10,work,4,125lbs,3155,334
41,petite,34d,dress,fit,"5' 1""",10,work,4,125lbs,3155,453
41,petite,34d,dress,large,"5' 1""",10,work,4,125lbs,3155,847
41,petite,34d,dress,small,"5' 1""",10,work,8,125lbs,3155,1045
41,petite,34d,dress,small,"5' 1""",8,work,4,125lbs,3155,1346
41,petite,34d,dress,small,"5' 1""",10,work,4,125lbs,3155,1669
41,petite,34d,dress,small,"5' 1""",10,work,1,125lbs,3155,1913
41,petite,34d,dress,fit,"5' 1""",10,date,4,125lbs,3155,1951
41,petite,34d,dress,fit,"5' 1""",10,date,4,125lbs,3155,27
41,petite,34d,shift,fit,"5' 1""",10,work,4,125lbs,3155,2041
41,petite,34d,dress,small,"5' 1""",8,work,8,125lbs,3155,2365
41,petite,34d,dress,large,"5' 1""",10,work,8,125lbs,3155,976
41,petite,34d,romper,small,"5' 1""",10,vacation,4,125lbs,3155,1963
41,petite,34d,sheath,small,"5' 1""",10,work,8,125lbs,3155,3533
41,petite,34d,dress,large,"5' 1""",10,work,4,125lbs,3155,3790
41,petite,34d,dress,fit,"5' 1""",10,work,8,125lbs,3155,3811
41,petite,34d,dress,fit,"5' 1""",8,work,4,125lbs,3155,2663
28,pear,34a,dress,fit,"5' 6""",10,work,12,130lbs,15640,6
28,pear,34a,dress,fit,"5' 6""",10,work,12,130lbs,15640,723
28,pear,34a,dress,fit,"5' 6""",10,wedding,8,130lbs,15640,944
28,pear,34a,dress,fit,"5' 6""",10,formal affair,8,130lbs,15640,1018
28,pear,34a,dress,large,"5' 6""",8,party,4,130lbs,15640,1467
35,pear,34b,dress,fit,"5' 2""",10,everyday,20,135lbs,2578,6
35,pear,34b,dress,fit,"5' 2""",10,other,16,135lbs,2578,20
35,pear,34b,dress,fit,"5' 2""",8,formal affair,20,135lbs,2578,183
35,pear,34b,dress,fit,"5' 2""",10,wedding,16,135lbs,2578,201
35,pear,34b,dress,large,"5' 2""",10,wedding,12,135lbs,2578,295
35,pear,34b,dress,fit,"5' 2""",6,work,16,135lbs,2578,310
35,pear,34b,dress,large,"5' 2""",6,formal affair,12,135lbs,2578,313
35,pear,34b,dress,fit,"5' 2""",8,vacation,16,135lbs,2578,325
35,pear,34b,dress,fit,"5' 2""",10,date,20,135lbs,2578,346
35,pear,34b,dress,fit,"5' 2""",10,other,12,135lbs,2578,372
35,pear,34b,sheath,fit,"5' 2""",10,other,20,135lbs,2578,1111
35,pear,34b,dress,large,"5' 2""",6,date,16,135lbs,2578,1150
35,pear,34b,top,fit,"5' 2""",8,work,8,135lbs,2578,1245
35,pear,34b,sheath,fit,"5' 2""",10,date,14,135lbs,2578,1461
35,pear,34b,sheath,fit,"5' 2""",8,date,14,135lbs,2578,3
35,pear,34b,dress,fit,"5' 2""",6,vacation,14,135lbs,2578,1699
35,pear,34b,dress,small,"5' 2""",10,party,20,135lbs,2578,2659
35,pear,34b,sheath,small,"5' 2""",6,other,16,135lbs,2578,2820
35,pear,34b,dress,small,"5' 2""",8,work,16,135lbs,2578,996
35,pear,34b,sheath,fit,"5' 2""",10,vacation,16,135lbs,2578,784
27,hourglass,34c,dress,fit,"5' 3""",10,everyday,4,112lbs,7,7
27,hourglass,34c,sheath,fit,"5' 3""",10,party,1,112lbs,7,392
27,hourglass,34c,sheath,fit,"5' 3""",10,party,1,112lbs,7,392
27,hourglass,34c,top,fit,"5' 3""",10,everyday,4,112lbs,7,405
27,hourglass,34c,top,fit,"5' 3""",10,work,4,112lbs,7,667
27,hourglass,34c,shirtdress,large,"5' 3""",6,everyday,1,112lbs,7,808
27,hourglass,34c,dress,fit,"5' 3""",10,party,4,112lbs,7,1300
27,hourglass,34c,dress,fit,"5' 3""",10,work,4,112lbs,7,1974
27,hourglass,34c,jumpsuit,fit,"5' 3""",10,vacation,1,112lbs,7,2073
27,hourglass,34c,dress,large,"5' 3""",8,everyday,4,112lbs,7,2114
27,hourglass,34c,dress,fit,"5' 3""",10,work,4,112lbs,7,2354
27,hourglass,34c,gown,fit,"5' 3""",10,formal affair,1,112lbs,7,2384
27,hourglass,34c,dress,large,"5' 3""",8,everyday,8,112lbs,7,2496
27,hourglass,34c,skirt,small,"5' 3""",8,work,4,112lbs,7,2705
27,hourglass,34c,dress,fit,"5' 3""",10,party,4,112lbs,7,3060
27,hourglass,34c,jumpsuit,large,"5' 3""",6,vacation,7,112lbs,7,3137
27,hourglass,34c,dress,fit,"5' 3""",10,work,8,112lbs,7,3485
27,hourglass,34c,dress,fit,"5' 3""",10,everyday,4,112lbs,7,3585
27,hourglass,34c,dress,fit,"5' 3""",10,everyday,8,112lbs,7,3872
27,hourglass,34c,jumpsuit,fit,"5' 3""",10,everyday,4,112lbs,7,3358
27,hourglass,34c,dress,large,"5' 3""",10,party,1,112lbs,7,4799
27,hourglass,34c,top,fit,"5' 3""",6,everyday,4,112lbs,7,4936
27,hourglass,34c,jacket,fit,"5' 3""",10,everyday,8,112lbs,7,3475
27,hourglass,34c,top,small,"5' 3""",6,work,4,112lbs,7,2790
27,hourglass,34c,skirt,small,"5' 3""",10,everyday,1,112lbs,7,5408
25,athletic,34c,dress,fit,"5' 6""",10,everyday,8,130lbs,501,7
25,athletic,34c,sheath,fit,"5' 6""",10,everyday,14,130lbs,501,90
25,athletic,34c,top,fit,"5' 6""",10,everyday,14,130lbs,501,405
25,athletic,34c,dress,fit,"5' 6""",10,party,20,130lbs,501,413
25,athletic,34c,top,fit,"5' 6""",10,date,8,130lbs,501,532
25,athletic,34c,dress,fit,"5' 6""",10,everyday,12,130lbs,501,711
25,athletic,34c,dress,fit,"5' 6""",10,everyday,8,130lbs,501,735
25,athletic,34c,top,large,"5' 6""",10,everyday,8,130lbs,501,1099
25,athletic,34c,dress,large,"5' 6""",10,everyday,8,130lbs,501,1178
25,athletic,34c,dress,fit,"5' 6""",10,everyday,12,130lbs,501,1378
25,athletic,34c,dress,small,"5' 6""",10,everyday,8,130lbs,501,1548
25,athletic,34c,romper,small,"5' 6""",10,everyday,14,130lbs,501,1739
25,athletic,34c,dress,small,"5' 6""",10,vacation,12,130lbs,501,1766
25,athletic,34c,dress,large,"5' 6""",10,wedding,12,130lbs,501,1810
25,athletic,34c,dress,fit,"5' 6""",10,date,8,130lbs,501,2074
25,athletic,34c,sheath,fit,"5' 6""",10,date,8,130lbs,501,2857
25,athletic,34c,dress,small,"5' 6""",10,wedding,8,130lbs,501,3091
25,athletic,34c,dress,small,"5' 6""",10,work,20,130lbs,501,3191
25,athletic,34c,sweater,fit,"5' 6""",10,everyday,8,130lbs,501,3298
25,athletic,34c,gown,fit,"5' 6""",10,formal affair,8,130lbs,501,3379
25,athletic,34c,dress,fit,"5' 6""",10,everyday,8,130lbs,501,3472
25,athletic,34c,dress,large,"5' 6""",10,everyday,8,130lbs,501,3553
25,athletic,34c,dress,fit,"5' 6""",10,wedding,8,130lbs,501,3604
25,athletic,34c,gown,fit,"5' 6""",10,formal affair,8,130lbs,501,1199
25,athletic,34c,pants,fit,"5' 6""",10,work,14,130lbs,501,3659
25,athletic,34c,top,fit,"5' 6""",10,everyday,8,130lbs,501,1039
25,athletic,34c,t-shirt,fit,"5' 6""",10,everyday,8,130lbs,501,3769
25,athletic,34c,gown,fit,"5' 6""",10,formal affair,8,130lbs,501,3850
25,athletic,34c,gown,small,"5' 6""",10,formal affair,8,130lbs,501,4098
25,athletic,34c,gown,fit,"5' 6""",8,formal affair,8,130lbs,501,4147
25,athletic,34c,top,fit,"5' 6""",10,date,8,130lbs,501,4256
25,athletic,34c,dress,fit,"5' 6""",10,wedding,16,130lbs,501,4298
25,athletic,34c,dress,large,"5' 6""",8,wedding,8,130lbs,501,4157
25,athletic,34c,dress,fit,"5' 6""",10,formal affair,8,130lbs,501,4327
25,athletic,34c,dress,fit,"5' 6""",10,work,8,130lbs,501,4409
25,athletic,34c,sheath,fit,"5' 6""",10,wedding,12,130lbs,501,4459
25,athletic,34c,dress,large,"5' 6""",8,formal affair,8,130lbs,501,1934
25,athletic,34c,dress,fit,"5' 6""",10,party,8,130lbs,501,569
25,athletic,34c,sheath,fit,"5' 6""",10,wedding,8,130lbs,501,3357
25,athletic,34c,dress,fit,"5' 6""",10,work,14,130lbs,501,2149
25,athletic,34c,top,fit,"5' 6""",10,everyday,8,130lbs,501,4826
25,athletic,34c,dress,small,"5' 6""",8,party,8,130lbs,501,4924
25,athletic,34c,dress,fit,"5' 6""",10,work,8,130lbs,501,5148
25,athletic,34c,blouse,small,"5' 6""",10,party,8,130lbs,501,1624
25,athletic,34c,dress,fit,"5' 6""",10,party,8,130lbs,501,4940
25,athletic,34c,pants,fit,"5' 6""",10,work,8,130lbs,501,5290
25,athletic,34c,top,fit,"5' 6""",10,everyday,12,130lbs,501,2790
25,athletic,34c,dress,small,"5' 6""",10,date,12,130lbs,501,5411
25,athletic,34c,dress,small,"5' 6""",10,wedding,8,130lbs,501,4874
35,hourglass,34d,dress,fit,"5' 4""",10,formal affair,8,130lbs,8299,8
35,hourglass,34d,shift,small,"5' 4""",10,date,8,130lbs,8299,433
35,hourglass,34d,dress,fit,"5' 4""",4,work,12,130lbs,8299,357
35,hourglass,34d,sheath,fit,"5' 4""",10,work,8,130lbs,8299,34
35,hourglass,34d,romper,fit,"5' 4""",10,other,8,130lbs,8299,917
35,hourglass,34d,top,fit,"5' 4""",8,everyday,8,130lbs,8299,1021
35,hourglass,34d,sheath,fit,"5' 4""",10,work,8,130lbs,8299,1434
35,hourglass,34d,skirt,fit,"5' 4""",10,work,8,130lbs,8299,1965
35,hourglass,34d,top,fit,"5' 4""",10,work,8,130lbs,8299,2168
35,hourglass,34d,dress,small,"5' 4""",10,work,8,130lbs,8299,2415
35,hourglass,34d,dress,fit,"5' 4""",8,work,14,130lbs,8299,4618
29,full bust,34d,dress,large,"5' 11""",6,party,12,145lbs,2334,8
29,full bust,34d,gown,small,"5' 11""",6,other,17,145lbs,2334,13
29,full bust,34d,dress,small,"5' 11""",6,wedding,12,145lbs,2334,76
29,full bust,34d,gown,fit,"5' 11""",8,formal affair,17,145lbs,2334,202
29,full bust,34d,gown,small,"5' 11""",8,formal affair,17,145lbs,2334,218
29,full bust,34d,dress,fit,"5' 11""",8,other,16,145lbs,2334,325
29,full bust,34d,dress,small,"5' 11""",6,wedding,16,145lbs,2334,438
29,full bust,34d,dress,fit,"5' 11""",10,party,16,145lbs,2334,380
29,full bust,34d,dress,fit,"5' 11""",10,vacation,12,145lbs,2334,753
29,full bust,34d,sheath,fit,"5' 11""",8,wedding,16,145lbs,2334,880
29,full bust,34d,gown,fit,"5' 11""",10,wedding,13,145lbs,2334,936
29,full bust,34d,romper,fit,"5' 11""",10,vacation,12,145lbs,2334,1601
29,full bust,34d,dress,small,"5' 11""",8,wedding,12,145lbs,2334,1620
29,full bust,34d,gown,large,"5' 11""",8,work,21,145lbs,2334,1990
29,full bust,34d,dress,large,"5' 11""",10,vacation,14,145lbs,2334,539
29,full bust,34d,gown,fit,"5' 11""",10,wedding,13,145lbs,2334,1760
29,full bust,34d,dress,fit,"5' 11""",10,wedding,16,145lbs,2334,1763
29,full bust,34d,gown,small,"5' 11""",8,wedding,13,145lbs,2334,2504
29,full bust,34d,dress,fit,"5' 11""",10,wedding,16,145lbs,2334,2533
29,full bust,34d,dress,fit,"5' 11""",8,wedding,14,145lbs,2334,1929
29,full bust,34d,dress,fit,"5' 11""",10,wedding,12,145lbs,2334,2889
29,full bust,34d,dress,fit,"5' 11""",10,wedding,12,145lbs,2334,2711
41,hourglass,36c,dress,small,"5' 9""",10,party,24,160lbs,12770,8
41,hourglass,36c,dress,fit,"5' 9""",4,other,24,160lbs,12770,98
41,hourglass,36c,dress,small,"5' 9""",8,other,20,160lbs,12770,372
41,hourglass,36c,dress,fit,"5' 9""",8,other,24,160lbs,12770,440
41,hourglass,36c,sheath,fit,"5' 9""",8,party,24,160lbs,12770,2200
44,hourglass,36d,dress,large,"5' 3""",6,wedding,28,190lbs,11066,8
44,hourglass,36d,dress,fit,"5' 3""",10,wedding,28,190lbs,11066,36
44,hourglass,36d,gown,fit,"5' 3""",10,wedding,28,190lbs,11066,95
44,hourglass,36d,sheath,fit,"5' 3""",8,wedding,28,190lbs,11066,247
44,hourglass,36d,gown,fit,"5' 3""",10,wedding,28,190lbs,11066,442
44,hourglass,36d,sheath,fit,"5' 3""",10,other,32,190lbs,11066,649
44,hourglass,36d,sheath,small,"5' 3""",8,wedding,39,190lbs,11066,679
36,hourglass,36c,dress,fit,"5' 5""",8,wedding,24,185lbs,17464,8
36,hourglass,36c,gown,fit,"5' 5""",10,formal affair,24,185lbs,17464,44
36,hourglass,36c,gown,fit,"5' 5""",10,wedding,28,185lbs,17464,202
36,hourglass,36c,dress,fit,"5' 5""",8,wedding,24,185lbs,17464,823
36,hourglass,36c,maxi,fit,"5' 5""",10,wedding,24,185lbs,17464,925
36,hourglass,36c,dress,fit,"5' 5""",10,wedding,20,185lbs,17464,1713
32,hourglass,36d,dress,fit,"5' 10""",10,formal affair,28,220lbs,9348,8
32,hourglass,36d,gown,fit,"5' 10""",8,wedding,36,220lbs,9348,9
32,hourglass,36d,gown,fit,"5' 10""",8,formal affair,29,220lbs,9348,350
32,hourglass,36d,gown,fit,"5' 10""",8,formal affair,29,220lbs,9348,477
32,hourglass,36d,gown,fit,"5' 10""",8,formal affair,36,220lbs,9348,4490
31,hourglass,36d,dress,fit,"5' 2""",8,wedding,28,185lbs,20249,8
31,hourglass,36d,gown,fit,"5' 2""",10,wedding,28,185lbs,20249,202
31,hourglass,36d,dress,fit,"5' 2""",10,formal affair,39,185lbs,20249,444
31,hourglass,36d,dress,fit,"5' 2""",8,party,28,185lbs,20249,227
31,hourglass,36d,gown,fit,"5' 2""",8,wedding,28,185lbs,20249,682
31,hourglass,36d,sheath,fit,"5' 2""",8,wedding,28,185lbs,20249,2549
32,hourglass,36d,dress,large,"5' 10""",6,wedding,20,175lbs,11000,8
32,hourglass,36d,dress,fit,"5' 10""",8,wedding,24,175lbs,11000,36
32,hourglass,36d,dress,fit,"5' 10""",10,party,24,175lbs,11000,420
32,hourglass,36d,dress,fit,"5' 10""",8,party,24,175lbs,11000,1711
32,hourglass,36d,dress,fit,"5' 10""",8,party,20,175lbs,11000,1736
32,hourglass,36d,dress,fit,"5' 3""",10,wedding,16,140lbs,14787,8
32,hourglass,36d,maxi,large,"5' 3""",10,wedding,12,140lbs,14787,473
32,hourglass,36d,sheath,small,"5' 3""",10,party,20,140lbs,14787,745
32,hourglass,36d,dress,fit,"5' 3""",10,wedding,16,140lbs,14787,2244
32,hourglass,36d,dress,fit,"5' 3""",10,party,16,140lbs,14787,4686
38,pear,34d,dress,large,"5' 6""",8,formal affair,16,170lbs,31260,8
38,pear,34d,gown,fit,"5' 6""",10,formal affair,20,170lbs,31260,18
38,pear,34d,sheath,small,"5' 6""",8,wedding,20,170lbs,31260,247
38,pear,34d,dress,fit,"5' 6""",8,vacation,20,170lbs,31260,340
38,pear,34d,dress,large,"5' 6""",8,date,16,170lbs,31260,2681
46,hourglass,38d,dress,fit,"5' 1""",10,party,28,160lbs,22699,8
46,hourglass,38d,dress,small,"5' 1""",8,date,35,160lbs,22699,80
46,hourglass,38d,sheath,fit,"5' 1""",10,party,39,160lbs,22699,135
46,hourglass,38d,dress,fit,"5' 1""",10,formal affair,28,160lbs,22699,712
46,hourglass,38d,sheath,fit,"5' 1""",10,party,39,160lbs,22699,932
46,hourglass,38d,gown,large,"5' 1""",10,formal affair,23,160lbs,22699,2146
46,hourglass,38d,sheath,fit,"5' 1""",10,formal affair,32,160lbs,22699,3235
91,petite,34a,dress,fit,"5' 3""",8,party,1,110lbs,7235,8
91,petite,34a,dress,fit,"5' 3""",10,work,1,110lbs,7235,310
91,petite,34a,dress,fit,"5' 3""",8,party,8,110lbs,7235,1020
91,petite,34a,dress,fit,"5' 3""",10,other,1,110lbs,7235,1483
91,petite,34a,dress,large,"5' 3""",10,work,1,110lbs,7235,1794
91,petite,34a,dress,fit,"5' 3""",8,everyday,8,110lbs,7235,2013
91,petite,34a,tee,fit,"5' 3""",10,everyday,4,110lbs,7235,2650
91,petite,34a,blouse,fit,"5' 3""",10,everyday,4,110lbs,7235,3417
91,petite,34a,jacket,fit,"5' 3""",10,everyday,1,110lbs,7235,3601
